,title,studio,domestic_gross,year,production_budget,tconst,runtime_minutes,genres,averagerating,numvotes,profit,roi
1347,Veteran,CJ,1200000.0,2015,,tt4768764,123.0,"Action,Comedy,Crime",7.0,4049,,
1348,Miss You Already,RAtt.,1200000.0,2015,,tt2245003,112.0,"Comedy,Drama,Romance",6.8,15583,,
1349,Cartel Land,Orch.,704000.0,2015,,tt4126304,100.0,Documentary,7.4,16653,,
1350,Boruto: Naruto the Movie,Elev.,920000.0,2015,,tt4618398,95.0,"Action,Adventure,Animation",8.0,7105,,
1351,Mustang,Cohen,845000.0,2015,,tt3966404,97.0,Drama,7.6,30899,,
1352,The D Train,IFC,673000.0,2015,,tt2690138,101.0,"Comedy,Drama",5.0,10066,,
1353,The D Train,,669688.0,2015,3000000.0,tt2690138,101.0,"Comedy,Drama",5.0,10066,-2330312.0,-77.67706666666668
1354,Tangerine,Magn.,702000.0,2015,,tt3824458,88.0,"Comedy,Crime,Drama",7.1,23133,,
1355,The Stanford Prison Experiment,IFC,661000.0,2015,,tt0420293,122.0,"Biography,Drama,History",6.9,32591,,
1356,The Assassin,WGUSA,633000.0,2015,,tt3508840,105.0,"Action,Drama,History",6.3,14092,,
1357,Freeheld,LGF,573000.0,2015,,tt1658801,103.0,"Biography,Drama,Romance",6.5,10534,,
1358,Freeheld,,546201.0,2015,7000000.0,tt1658801,103.0,"Biography,Drama,Romance",6.5,10534,-6453799.0,-92.19712857142856
1359,Gabbar is Back,Eros,535000.0,2015,,tt2424988,128.0,Action,7.2,21092,,
1360,Let's Get Married,CL,463000.0,2015,,tt4572856,127.0,"Comedy,Romance",5.6,140,,
1361,Bombay Velvet,FIP,451000.0,2015,,tt2979920,149.0,"Action,Crime,Drama",5.7,5029,,
1362,Attack on Titan: Part 1,FUN,450000.0,2015,,tt2072230,98.0,"Action,Adventure,Drama",5.1,11020,,
1363,Listen to Me Marlon,SHO,426000.0,2015,,tt4145178,103.0,"Biography,Documentary",8.2,6330,,
1364,Heart of a Dog,Abr.,421000.0,2015,,tt4935446,75.0,Documentary,7.1,1846,,
1365,Unbranded,Grav.,410000.0,2015,,tt3020666,106.0,Documentary,7.3,1254,,
1366,The Second Mother,Osci.,377000.0,2015,,tt3742378,112.0,"Comedy,Drama",7.8,10833,,
1367,Katti Batti,UTV,365000.0,2015,,tt4467262,135.0,"Comedy,Drama,Romance",4.9,2484,,
1368,Northern Limit Line,WGUSA,338000.0,2015,,tt4696222,130.0,"Drama,War",6.6,870,,
1369,Shamitabh,Eros,325000.0,2015,,tt3836958,155.0,Drama,6.8,6444,,
1370,Hitchcock/Truffaut,Cohen,260000.0,2015,,tt3748512,79.0,Documentary,7.4,4977,,
1371,Tevar,Eros,236000.0,2015,,tt3398048,157.0,"Action,Drama,Romance",4.2,2714,,
1372,Slow West,A24,229000.0,2015,,tt3205376,84.0,"Adventure,Western",6.9,38237,,
1373,A Royal Night Out,ADC,228000.0,2015,,tt1837562,97.0,"Comedy,Drama,Romance",6.5,8205,,
1374,Pyaar Ka Punchnama 2,Rel.,223000.0,2015,,tt4430136,137.0,"Comedy,Drama,Romance",7.3,12820,,
1375,Fall in Love Like a Star,CL,213000.0,2015,,tt4892714,98.0,Romance,5.2,144,,
1376,Dark Places,A24,209000.0,2015,,tt2402101,113.0,"Action,Drama,Mystery",6.2,38160,,
1377,Heneral Luna,Abr.,206000.0,2015,,tt4944352,118.0,"Action,Biography,History",7.7,1659,,
1378,Maggie,RAtt.,187000.0,2015,,tt1881002,95.0,"Drama,Horror",5.6,38671,,
1379,Maggie,,187112.0,2015,4500000.0,tt1881002,95.0,"Drama,Horror",5.6,38671,-4312888.0,-95.84195555555556
1380,Detective K: Secret of the Lost Island,CJ,185000.0,2015,,tt4505170,124.0,"Action,Adventure,Comedy",6.4,393,,
1381,The Priests,CJ,185000.0,2015,,tt5049302,103.0,"Mystery,Thriller",6.4,1303,,
1382,The Last Women Standing,CL,163000.0,2015,,tt5257730,96.0,Romance,5.2,255,,
1383,Experimenter,Magn.,156000.0,2015,,tt3726704,98.0,"Biography,Drama,History",6.6,16099,,
1384,Ingrid Bergman: In Her Own Words,Rialto,138000.0,2015,,tt4621016,114.0,"Biography,Documentary",7.4,1750,,
1385,Mississippi Grind,A24,131000.0,2015,,tt2349144,108.0,"Comedy,Drama",6.4,17206,,
1386,Z for Zachariah,RAtt.,121000.0,2015,,tt1598642,98.0,"Drama,Sci-Fi,Thriller",6.0,25429,,
1387,Love Live! The School Idol Movie,AZ,116000.0,2015,,tt3837248,99.0,"Animation,Comedy,Music",6.9,381,,
1388,Memories of the Sword,WGUSA,111000.0,2015,,tt3054798,120.0,"Action,Drama,History",6.3,1530,,
1389,The Beauty Inside,WGUSA,108000.0,2015,,tt4273886,127.0,"Drama,Romance",7.4,4040,,
1390,Ghost in the Shell: The New Movie,FUN,101000.0,2015,,tt4337072,100.0,"Action,Animation,Sci-Fi",6.7,3003,,
1391,Saving Mr. Wu,UEP,92700.0,2015,,tt4819560,105.0,"Action,Crime,Drama",6.7,1918,,
1392,Christmas Eve,Ampl.,91300.0,2015,,tt3703148,95.0,Comedy,5.1,2073,,
1393,Queen of Earth,IFC,91200.0,2015,,tt3993894,90.0,"Drama,Thriller",6.3,5200,,
1394,Nasty Baby,Orch.,79800.0,2015,,tt3121332,101.0,Drama,5.6,2099,,
1395,People Places Things,TFA,67000.0,2015,,tt4104022,85.0,"Comedy,Romance",6.9,7518,,
1396,Flowers,MBox,61600.0,2015,,tt4248930,79.0,"Horror,Mystery,Thriller",5.6,272,,
1397,Only You,CL,61600.0,2015,,tt4819544,114.0,"Comedy,Romance",5.2,107,,
1398,I Smile Back,BG,58700.0,2015,,tt3640682,85.0,Drama,6.1,4636,,
1399,The Advocate: A Missing Body,CJ,50200.0,2015,,tt4975498,117.0,"Crime,Mystery",6.6,345,,
1400,The Phone,CJ,40500.0,2015,,tt5034276,115.0,"Action,Mystery,Thriller",6.6,560,,
1401,What Our Fathers Did: A Nazi Legacy,Osci.,40100.0,2015,,tt4668808,96.0,"Documentary,History",7.0,1054,,
1402,Lila & Eve,Gold.,38300.0,2015,,tt3442990,94.0,"Crime,Drama,Mystery",5.8,7194,,
1403,Knock Knock,LGP,36300.0,2015,,tt3605418,99.0,"Drama,Thriller",4.9,68328,,
1404,Knock Knock,,36336.0,2015,2000000.0,tt3605418,99.0,"Drama,Thriller",4.9,68328,-1963664.0,-98.1832
1405,Welcome to Leith,FRun,36000.0,2015,,tt3962848,85.0,Documentary,7.0,3512,,
1406,Wild City,WGUSA,34900.0,2015,,tt3801934,120.0,"Action,Crime,Thriller",5.8,729,,
1407,The Forbidden Room,KL,34400.0,2015,,tt3066630,130.0,"Comedy,Mystery",6.1,2676,,
1408,Mediterranea,IFC,22100.0,2015,,tt3486542,107.0,Drama,6.5,1234,,
1409,Strangerland,Alc,17500.0,2015,,tt2325977,112.0,"Drama,Mystery,Thriller",5.2,7999,,
1410,Extraction,LGP,16800.0,2015,,tt3304610,,"Action,Crime,Thriller",5.1,16,,
1411,Extraction,LGP,16800.0,2015,,tt4382872,92.0,"Action,Adventure,Crime",4.1,8564,,
1412,The Hallow,IFC,13900.0,2015,,tt2474976,97.0,Horror,5.7,13848,,
1413,Arabian Nights: Volume 1 - The Restless One,KL,12300.0,2015,,tt3284178,125.0,Drama,7.0,1815,,
1414,Empire of Lust,CJ,10700.0,2015,,tt3544326,113.0,"Action,Drama,Romance",5.9,279,,
1415,The Lesson,FM,9000.0,2015,,tt4078160,97.0,"Drama,Horror,Thriller",4.3,1083,,
1416,The Girl in the Book,Free,8200.0,2015,,tt2980554,86.0,Drama,6.2,3684,,
1417,Steve McQueen: The Man & Le Mans,FR,6800.0,2015,,tt3504604,102.0,Documentary,6.8,1127,,
1418,Arabian Nights: Volume 2 - The Desolate One,KL,6400.0,2015,,tt4692234,131.0,Drama,7.2,1172,,
1419,Barely Lethal,A24,6100.0,2015,,tt1731701,96.0,"Action,Adventure,Comedy",5.4,17473,,
1420,Chic!,Distrib.,5600.0,2015,,tt3592176,103.0,"Comedy,Drama",5.4,360,,
1421,Jenny's Wedding,IFC,4700.0,2015,,tt3289712,94.0,"Comedy,Drama,Romance",5.5,9379,,
1422,Ashby,TFA,4600.0,2015,,tt3774466,100.0,"Comedy,Crime,Drama",6.4,13572,,
1423,Arabian Nights: Volume 3 - The Enchanted One,KL,4500.0,2015,,tt4692242,125.0,Drama,6.5,928,,
1424,The Summer of Sangaile,Strand,4500.0,2015,,tt2994832,90.0,"Drama,Romance",6.3,2301,,
1425,Club Life,Orch.,4400.0,2015,,tt3038734,87.0,Drama,4.7,465,,
1426,Back to the Jurassic,CJ,4400.0,2015,,tt4693418,86.0,Animation,5.0,300,,
1427,The Lady in the Car with Glasses and a Gun,Magn.,2200.0,2015,,tt4159182,93.0,"Drama,Mystery,Thriller",5.5,2237,,
1428,Captain America: Civil War,BV,408100000.0,2016,,tt3498820,147.0,"Action,Adventure,Sci-Fi",7.8,583507,,
1429,Captain America: Civil War,,408084349.0,2016,250000000.0,tt3498820,147.0,"Action,Adventure,Sci-Fi",7.8,583507,158084349.0,63.23373960000001
1430,Rogue One: A Star Wars Story,BV,532200000.0,2016,,tt3748528,133.0,"Action,Adventure,Sci-Fi",7.8,478592,,
1431,Finding Dory,BV,486300000.0,2016,,tt2277860,97.0,"Adventure,Animation,Comedy",7.3,213542,,
1432,Zootopia,BV,341300000.0,2016,,tt2948356,108.0,"Adventure,Animation,Comedy",8.0,383446,,
1433,Zootopia,,341268248.0,2016,150000000.0,tt2948356,108.0,"Adventure,Animation,Comedy",8.0,383446,191268248.0,127.51216533333334
1434,The Secret Life of Pets,Uni.,368400000.0,2016,,tt2709768,87.0,"Adventure,Animation,Comedy",6.5,161997,,
1435,The Secret Life of Pets,,368384330.0,2016,75000000.0,tt2709768,87.0,"Adventure,Animation,Comedy",6.5,161997,293384330.0,391.1791066666667
1436,Batman v Superman: Dawn of Justice,WB,330400000.0,2016,,tt2975590,151.0,"Action,Adventure,Fantasy",6.5,576909,,
1437,Deadpool,Fox,363100000.0,2016,,tt1431045,108.0,"Action,Adventure,Comedy",8.0,820847,,
1438,Suicide Squad,WB,325100000.0,2016,,tt1386697,123.0,"Action,Adventure,Fantasy",6.0,533039,,
1439,Suicide Squad,,325100054.0,2016,175000000.0,tt1386697,123.0,"Action,Adventure,Fantasy",6.0,533039,150100054.0,85.77145942857143
1440,Doctor Strange,BV,232600000.0,2016,,tt1211837,115.0,"Action,Adventure,Fantasy",7.5,514510,,
1441,Doctor Strange,,232641920.0,2016,165000000.0,tt1211837,115.0,"Action,Adventure,Fantasy",7.5,514510,67641920.0,40.995103030303035
1442,Moana,BV,248800000.0,2016,,tt3521164,107.0,"Adventure,Animation,Comedy",7.6,224253,,
1443,Sing,Uni.,270400000.0,2016,,tt3470600,108.0,"Animation,Comedy,Family",7.1,115951,,
1444,X-Men: Apocalypse,Fox,155400000.0,2016,,tt3385516,144.0,"Action,Adventure,Sci-Fi",7.0,356556,,
1445,Kung Fu Panda 3,Fox,143500000.0,2016,,tt2267968,95.0,"Action,Adventure,Animation",7.1,116166,,
1446,La La Land,LG/S,151100000.0,2016,,tt3783958,128.0,"Comedy,Drama,Music",8.0,436070,,
1447,La La Land,,151101803.0,2016,20000000.0,tt3783958,128.0,"Comedy,Drama,Music",8.0,436070,131101803.0,655.509015
1448,Warcraft,Uni.,47400000.0,2016,,tt0803096,123.0,"Action,Adventure,Fantasy",6.9,225557,,
1449,Jason Bourne,Uni.,162400000.0,2016,,tt4196776,123.0,"Action,Thriller",6.6,190596,,
1450,Ice Age: Collision Course,Fox,64099999.0,2016,,tt3416828,94.0,"Adventure,Animation,Comedy",5.7,48932,,
1451,Independence Day: Resurgence,Fox,103100000.0,2016,,tt1628841,120.0,"Action,Adventure,Sci-Fi",5.2,155344,,
1452,The Legend of Tarzan,WB,126600000.0,2016,,tt0918940,110.0,"Action,Adventure,Drama",6.3,150154,,
1453,The Legend of Tarzan,,126643061.0,2016,180000000.0,tt0918940,110.0,"Action,Adventure,Drama",6.3,150154,-53356939.0,-29.64274388888889
1454,The Angry Birds Movie,Sony,107500000.0,2016,,tt1985949,97.0,"Action,Animation,Comedy",6.3,69624,,
1455,Trolls,Fox,153700000.0,2016,,tt1679335,92.0,"Adventure,Animation,Comedy",6.5,63295,,
1456,Trolls,,153707064.0,2016,125000000.0,tt1679335,92.0,"Adventure,Animation,Comedy",6.5,63295,28707064.0,22.9656512
1457,Star Trek Beyond,Par.,158800000.0,2016,,tt2660888,122.0,"Action,Adventure,Sci-Fi",7.1,209844,,
1458,Now You See Me 2,LG/S,65099999.0,2016,,tt3110958,129.0,"Action,Adventure,Comedy",6.5,216219,,
1459,The Conjuring 2,WB (NL),102500000.0,2016,,tt3065204,134.0,"Drama,Horror,Mystery",7.4,194543,,
1460,Dangal,UTV,12400000.0,2016,,tt5074352,161.0,"Action,Biography,Drama",8.5,123638,,
1461,Alice Through the Looking Glass,BV,77000000.0,2016,,tt2567026,113.0,"Adventure,Family,Fantasy",6.2,79951,,
1462,Miss Peregrine's Home for Peculiar Children,Fox,87200000.0,2016,,tt1935859,127.0,"Adventure,Drama,Fantasy",6.7,140619,,
1463,Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,82100000.0,2016,,tt3949660,112.0,"Action,Adventure,Comedy",6.0,77234,,
1464,Teenage Mutant Ninja Turtles: Out of the Shadows,,82051601.0,2016,135000000.0,tt3949660,112.0,"Action,Adventure,Comedy",6.0,77234,-52948399.0,-39.2210362962963
1465,Assassin's Creed,Fox,54600000.0,2016,,tt2094766,115.0,"Action,Adventure,Sci-Fi",5.8,167110,,
1466,Sully,WB,125100000.0,2016,,tt3263904,96.0,"Biography,Drama",7.5,202718,,
1467,Sully,,125070033.0,2016,60000000.0,tt3263904,96.0,"Biography,Drama",7.5,202718,65070033.0,108.450055
1468,Hidden Figures,Fox,169600000.0,2016,,tt4846340,127.0,"Biography,Drama,History",7.8,171131,,
1469,Inferno,Sony,34300000.0,2016,,tt3062096,121.0,"Action,Adventure,Crime",6.2,138978,,
1470,Central Intelligence,WB (NL),127400000.0,2016,,tt1489889,107.0,"Action,Comedy,Crime",6.3,138872,,
1471,Bridget Jones's Baby,Uni.,24300000.0,2016,,tt1473832,123.0,"Comedy,Drama,Romance",6.5,60260,,
1472,Me Before You,WB (NL),56200000.0,2016,,tt2674426,106.0,"Drama,Romance",7.4,174567,,
1473,Me Before You,,56245075.0,2016,20000000.0,tt2674426,106.0,"Drama,Romance",7.4,174567,36245075.0,181.22537499999999
1474,London Has Fallen,Focus,62500000.0,2016,,tt3300542,99.0,"Action,Thriller",5.9,124757,,
1475,London Has Fallen,,62524260.0,2016,60000000.0,tt3300542,99.0,"Action,Thriller",5.9,124757,2524260.0,4.2071
1476,Arrival,Par.,100500000.0,2016,,tt2543164,116.0,"Drama,Mystery,Sci-Fi",7.9,515483,,
1477,Bad Moms,STX,113300000.0,2016,,tt4651520,100.0,Comedy,6.2,100952,,
1478,Storks,WB,72700000.0,2016,,tt4624424,87.0,"Adventure,Animation,Comedy",6.8,50448,,
1479,The BFG,BV,55500000.0,2016,,tt3691740,117.0,"Adventure,Family,Fantasy",6.4,69340,,
1480,The BFG,,55483770.0,2016,140000000.0,tt3691740,117.0,"Adventure,Family,Fantasy",6.4,69340,-84516230.0,-60.36873571428571
1481,Hacksaw Ridge,LGF,67200000.0,2016,,tt2119532,139.0,"Biography,Drama,History",8.1,366904,,
1482,Hacksaw Ridge,,67209615.0,2016,40000000.0,tt2119532,139.0,"Biography,Drama,History",8.1,366904,27209615.0,68.0240375
1483,Operation Mekong,WGUSA,800000.0,2016,,tt6044910,124.0,"Action,Adventure,Crime",6.6,3352,,
1484,The Huntsman: Winter's War,Uni.,48400000.0,2016,,tt2381991,114.0,"Action,Adventure,Drama",6.1,87714,,
1485,Jack Reacher: Never Go Back,Par.,58700000.0,2016,,tt3393786,118.0,"Action,Thriller",6.1,121892,,
1486,Don't Breathe,SGem,89200000.0,2016,,tt4160708,88.0,"Crime,Horror,Thriller",7.1,186799,,
1487,The Accountant,WB,86300000.0,2016,,tt2140479,128.0,"Action,Crime,Drama",7.3,233022,,
1488,Gods of Egypt,LG/S,31200000.0,2016,,tt2404233,127.0,"Action,Adventure,Fantasy",5.4,95111,,
1489,Lights Out,WB (NL),67300000.0,2016,,tt4786282,81.0,"Drama,Horror,Mystery",6.3,100650,,
1490,Sausage Party,Sony,97700000.0,2016,,tt1700841,89.0,"Adventure,Animation,Comedy",6.2,159111,,
1491,Lion,Wein.,51700000.0,2016,,tt3741834,118.0,"Biography,Drama",8.1,181601,,
1492,Mechanic: Resurrection,LG/S,21200000.0,2016,,tt3522806,98.0,"Action,Adventure,Thriller",5.7,67275,,
1493,Ride Along 2,Uni.,91200000.0,2016,,tt2869728,102.0,"Action,Comedy,Crime",5.9,48688,,
1494,Deepwater Horizon,LG/S,61400000.0,2016,,tt1860357,107.0,"Action,Drama,History",7.1,133303,,
1495,Allied,Par.,40100000.0,2016,,tt3640424,124.0,"Action,Drama,Romance",7.1,125741,,
1496,The Shallows,Sony,55100000.0,2016,,tt4052882,86.0,"Drama,Horror,Thriller",6.3,106927,,
1497,The Purge: Election Year,Uni.,79200000.0,2016,,tt4094724,108.0,"Action,Horror,Sci-Fi",6.0,80254,,
1498,The Purge: Election Year,,79042440.0,2016,10000000.0,tt4094724,108.0,"Action,Horror,Sci-Fi",6.0,80254,69042440.0,690.4244
1499,Why Him?,Fox,60300000.0,2016,,tt4501244,111.0,Comedy,6.2,89628,,
1500,Office Christmas Party,Par.,54800000.0,2016,,tt1711525,105.0,Comedy,5.8,59253,,
1501,Office Christmas Party,,54767494.0,2016,45000000.0,tt1711525,105.0,Comedy,5.8,59253,9767494.0,21.70554222222222
1502,How to Be Single,WB (NL),46800000.0,2016,,tt1292566,110.0,"Comedy,Drama,Romance",6.1,74329,,
1503,10 Cloverfield Lane,Par.,72100000.0,2016,,tt1179933,103.0,"Drama,Horror,Mystery",7.2,260383,,
1504,The 5th Wave,Sony,34900000.0,2016,,tt2304933,112.0,"Action,Adventure,Drama",5.2,90788,,
1505,Neighbors 2: Sorority Rising,Uni.,55500000.0,2016,,tt4438848,92.0,Comedy,5.7,102793,,
1506,Dirty Grandpa,LGF,35600000.0,2016,,tt1860213,102.0,Comedy,5.9,101393,,
1507,Money Monster,TriS,41000000.0,2016,,tt2241351,98.0,"Crime,Drama,Thriller",6.5,86607,,
1508,My Big Fat Greek Wedding 2,Uni.,59700000.0,2016,,tt3760922,94.0,"Comedy,Romance",6.0,25933,,
1509,Collateral Beauty,WB (NL),31000000.0,2016,,tt4682786,97.0,"Drama,Romance",6.8,78764,,
1510,Train to Busan,WGUSA,2100000.0,2016,,tt5700672,118.0,"Action,Horror,Thriller",7.5,109448,,
1511,Sultan,Yash,6200000.0,2016,,tt4832640,170.0,"Action,Drama,Sport",7.1,33371,,
1512,Sultan,,5599781.0,2016,11000000.0,tt4832640,170.0,"Action,Drama,Sport",7.1,33371,-5400219.0,-49.0929
1513,War Dogs,WB,43000000.0,2016,,tt2005151,114.0,"Comedy,Crime,Drama",7.1,154029,,
1514,Nerve,LGF,38600000.0,2016,,tt3531824,96.0,"Action,Adventure,Crime",6.5,102782,,
1515,Ouija: Origin of Evil,Uni.,35100000.0,2016,,tt4361050,99.0,"Drama,Horror,Mystery",6.1,47099,,
1516,Manchester by the Sea,RAtt.,47700000.0,2016,,tt4034228,137.0,Drama,7.8,214557,,
1517,The Boss,Uni.,63300000.0,2016,,tt2702724,99.0,Comedy,5.4,39096,,
1518,The Boss,,63077560.0,2016,29000000.0,tt2702724,99.0,Comedy,5.4,39096,34077560.0,117.50882758620689
1519,Shin Godzilla,FUN,1900000.0,2016,,tt4262980,120.0,"Action,Adventure,Drama",6.7,18051,,
1520,Mike and Dave Need Wedding Dates,Fox,46000000.0,2016,,tt2823054,98.0,"Adventure,Comedy,Romance",6.0,74849,,
1521,Mike and Dave Need Wedding Dates,,46009673.0,2016,33000000.0,tt2823054,98.0,"Adventure,Comedy,Romance",6.0,74849,13009673.0,39.42325151515151
1522,Boo! A Madea Halloween,LGF,73200000.0,2016,,tt5325452,103.0,"Comedy,Drama,Horror",4.6,6867,,
1523,Miracles from Heaven,TriS,61700000.0,2016,,tt4257926,109.0,"Biography,Drama,Family",7.1,17734,,
1524,I Am Not Madame Bovary,WGUSA,437000.0,2016,,tt5918090,128.0,"Comedy,Drama",6.9,1755,,
1525,Kubo and the Two Strings,Focus,48000000.0,2016,,tt4302938,101.0,"Action,Adventure,Animation",7.8,105578,,
1526,Fences,Par.,57700000.0,2016,,tt2671706,139.0,Drama,7.2,86749,,
1527,"Hail, Caesar!",Uni.,30500000.0,2016,,tt0475290,106.0,"Comedy,Drama,Music",6.3,111422,,
1528,"Hail, Caesar!",,30080225.0,2016,22000000.0,tt0475290,106.0,"Comedy,Drama,Music",6.3,111422,8080225.0,36.72829545454546
1529,The Nice Guys,WB,36300000.0,2016,,tt3799694,116.0,"Action,Comedy,Crime",7.4,240337,,
1530,L.O.R.D: Legend of Ravaging Dynasties,AR,350000.0,2016,,tt4819576,118.0,"Animation,Fantasy",4.9,811,,
1531,Zoolander 2,Par.,28800000.0,2016,,tt1608290,101.0,Comedy,4.7,59914,,
1532,Barbershop: The Next Cut,WB (NL),54000000.0,2016,,tt3628584,111.0,"Comedy,Drama",5.9,13306,,
1533,The Finest Hours,BV,27600000.0,2016,,tt2025690,117.0,"Action,Drama,History",6.8,55981,,
1534,Master,CJ,597000.0,2016,,tt5735464,143.0,"Action,Crime",6.6,1519,,
1535,Patriots Day,LGF,31900000.0,2016,,tt4572514,133.0,"Action,Crime,Drama",7.4,76204,,
1536,Florence Foster Jenkins,Par.,27400000.0,2016,,tt4136084,111.0,"Biography,Comedy,Drama",6.8,44970,,
1537,Mother's Day,ORF,32500000.0,2016,,tt4824302,118.0,"Comedy,Drama,Romance",5.7,28854,,
1538,Luck-Key,JBG,467000.0,2016,,tt6175078,112.0,"Action,Comedy,Crime",6.9,1311,,
1539,A Monster Calls,Focus,3700000.0,2016,,tt3416532,108.0,"Animation,Drama,Fantasy",7.5,70416,,
1540,Risen,Sony,36900000.0,2016,,tt3231054,107.0,"Action,Adventure,Drama",6.3,22813,,
1541,Blair Witch,LGF,20800000.0,2016,,tt1540011,89.0,"Horror,Mystery,Thriller",5.0,36867,,
1542,Almost Christmas,Uni.,42200000.0,2016,,tt4649416,111.0,"Comedy,Drama",6.1,5212,,
1543,Absolutely Fabulous: The Movie,FoxS,4800000.0,2016,,tt2112096,91.0,"Comedy,Crime",5.4,10928,,
1544,Hell or High Water,LGF,27000000.0,2016,,tt2582782,102.0,"Action,Crime,Drama",7.6,176469,,
1545,The Forest,Focus,26600000.0,2016,,tt3387542,93.0,"Horror,Mystery,Thriller",4.8,36423,,
1546,The Forest,Focus,26600000.0,2016,,tt4982356,109.0,"Drama,Fantasy,Horror",6.5,222,,
1547,The Forest,,26594261.0,2016,10000000.0,tt3387542,93.0,"Horror,Mystery,Thriller",4.8,36423,16594261.0,165.94261
1548,The Forest,,26594261.0,2016,10000000.0,tt4982356,109.0,"Drama,Fantasy,Horror",6.5,222,16594261.0,165.94261
1549,Snowden,ORF,21600000.0,2016,,tt3774114,134.0,"Biography,Drama,Thriller",7.3,119149,,
1550,Billy Lynn's Long Halftime Walk,TriS,1700000.0,2016,,tt2513074,113.0,"Action,Drama,Thriller",6.3,19069,,
1551,When the Bough Breaks,SGem,29700000.0,2016,,tt1389139,107.0,"Crime,Drama,Horror",5.1,4729,,
1552,When the Bough Breaks,,29747603.0,2016,10000000.0,tt1389139,107.0,"Crime,Drama,Horror",5.1,4729,19747603.0,197.47603
1553,Nocturnal Animals,Focus,10700000.0,2016,,tt4550098,116.0,"Drama,Thriller",7.5,205240,,
1554,Keeping Up with the Joneses,Fox,14900000.0,2016,,tt2387499,105.0,"Action,Comedy",5.9,51630,,
1555,Ae Dil Hai Mushkil,FIP,4300000.0,2016,,tt4559006,158.0,"Drama,Music,Musical",5.8,18481,,
1556,Fan,Yash,2300000.0,2016,,tt3495026,138.0,"Action,Drama,Thriller",7.1,39130,,
1557,M.S. Dhoni: The Untold Story,FIP,1800000.0,2016,,tt4169250,184.0,"Biography,Drama,Sport",7.7,28343,,
1558,The Light Between Oceans,BV,12500000.0,2016,,tt2547584,133.0,"Drama,Romance",7.2,46247,,
1559,The Light Between Oceans,,12545979.0,2016,20000000.0,tt2547584,133.0,"Drama,Romance",7.2,46247,-7454021.0,-37.270105
1560,The Brothers Grimsby,Sony,6900000.0,2016,,tt3381008,83.0,"Action,Adventure,Comedy",6.2,82123,,
1561,Free State of Jones,STX,20800000.0,2016,,tt1124037,139.0,"Action,Biography,Drama",6.9,45135,,
1562,A Beautiful Planet,Imax,15500000.0,2016,,tt2800050,46.0,Documentary,7.4,893,,
1563,God's Not Dead 2,PFR,20800000.0,2016,,tt4824308,120.0,Drama,4.4,10311,,
1564,Middle School: The Worst Years of My Life,LGF,20000000.0,2016,,tt4981636,92.0,"Comedy,Family",6.1,6413,,
1565,Middle School: The Worst Years of My Life,,20007149.0,2016,8500000.0,tt4981636,92.0,"Comedy,Family",6.1,6413,11507149.0,135.37822352941177
1566,Triple 9,ORF,12600000.0,2016,,tt1712261,115.0,"Crime,Thriller",6.3,60369,,
1567,Whiskey Tango Foxtrot,Par.,23100000.0,2016,,tt3553442,112.0,"Biography,Comedy,Drama",6.6,46265,,
1568,Whiskey Tango Foxtrot,,23083334.0,2016,35000000.0,tt3553442,112.0,"Biography,Comedy,Drama",6.6,46265,-11916666.0,-34.04761714285714
1569,Captain Fantastic,BST,5900000.0,2016,,tt3553976,118.0,"Comedy,Drama",7.9,159329,,
1570,Julieta,SPC,1500000.0,2016,,tt4326444,99.0,"Drama,Mystery,Romance",7.1,24556,,
1571,Fifty Shades of Black,ORF,11700000.0,2016,,tt4667094,92.0,Comedy,3.5,17189,,
1572,Keanu,WB (NL),20600000.0,2016,,tt4139124,100.0,"Action,Comedy,Crime",6.3,41560,,
1573,The Edge of Seventeen,STX,14400000.0,2016,,tt1878870,104.0,"Comedy,Drama",7.3,87602,,
1574,The Choice,LGF,18700000.0,2016,,tt3797868,111.0,"Drama,Romance",6.6,30117,,
1575,Bad Santa 2,BG,17800000.0,2016,,tt1798603,92.0,"Comedy,Crime,Drama",5.6,20146,,
1576,Neerja,FIP,1600000.0,2016,,tt5286444,122.0,"Biography,Drama,Thriller",7.7,18420,,
1577,Norm of the North,LGF,17100000.0,2016,,tt1594972,90.0,"Adventure,Animation,Comedy",3.6,7951,,
1578,Pride and Prejudice and Zombies,SGem,10900000.0,2016,,tt1374989,108.0,"Action,Comedy,Horror",5.8,46187,,
1579,Pride and Prejudice and Zombies,,10907291.0,2016,28000000.0,tt1374989,108.0,"Action,Comedy,Horror",5.8,46187,-17092709.0,-61.04538928571429
1580,The Infiltrator,BG,15400000.0,2016,,tt1355631,127.0,"Biography,Crime,Drama",7.0,61547,,
1581,Sword Master,WGUSA,75500.0,2016,,tt5269396,108.0,"Action,Drama",6.1,1805,,
1582,The Other Side of the Door,Fox,3000000.0,2016,,tt3702652,96.0,Horror,5.3,15813,,
1583,The Other Side of the Door,,3000342.0,2016,5000000.0,tt3702652,96.0,Horror,5.3,15813,-1999658.0,-39.99316
