,title,studio,domestic_gross,year,production_budget,tconst,runtime_minutes,genres,averagerating,numvotes,profit,roi
516,American Reunion,Uni.,57000000.0,2012,,tt1605630,113.0,Comedy,6.7,192250,,
517,American Reunion,,56758835.0,2012,50000000.0,tt1605630,113.0,Comedy,6.7,192250,6758835.0,13.51767
518,Argo,WB,136000000.0,2012,,tt1024648,120.0,"Biography,Drama,Thriller",7.7,534683,,
519,Jack Reacher,Par.,80100000.0,2012,,tt0790724,130.0,"Action,Crime,Thriller",7.0,284547,,
520,Safe House,Uni.,126400000.0,2012,,tt1599348,115.0,"Action,Adventure,Crime",6.8,192655,,
521,21 Jump Street,Sony,138400000.0,2012,,tt1232829,109.0,"Action,Comedy,Crime",7.2,477771,,
522,The Vow,SGem,125000000.0,2012,,tt1606389,104.0,"Drama,Romance",6.8,173629,,
523,Mirror Mirror,Rela.,64900000.0,2012,,tt1667353,106.0,"Adventure,Comedy,Drama",5.6,79510,,
524,The Impossible,LG/S,19000000.0,2012,,tt1649419,114.0,"Drama,History,Thriller",7.6,177762,,
525,The Dictator,Par.,59700000.0,2012,,tt1645170,83.0,Comedy,6.4,250976,,
526,Looper,TriS,66500000.0,2012,,tt1276104,113.0,"Action,Crime,Drama",7.4,500595,,
527,Magic Mike,WB,113700000.0,2012,,tt1915581,110.0,"Comedy,Drama",6.1,123955,,
528,Flight,Par.,93800000.0,2012,,tt1907668,138.0,"Drama,Thriller",7.3,303009,,
529,Flight,,93772375.0,2012,31000000.0,tt1907668,138.0,"Drama,Thriller",7.3,303009,62772375.0,202.49153225806452
530,Underworld Awakening,SGem,62300000.0,2012,,tt1496025,88.0,"Action,Fantasy,Horror",6.4,138350,,
531,This Means War,Fox,54800000.0,2012,,tt1596350,103.0,"Action,Comedy,Romance",6.3,167438,,
532,Paranormal Activity 4,Par.,53900000.0,2012,,tt2109184,88.0,"Horror,Mystery,Thriller",4.6,58408,,
533,Step Up Revolution,LG/S,35100000.0,2012,,tt1800741,99.0,"Drama,Music,Romance",6.5,51295,,
534,Zero Dark Thirty,Sony,95700000.0,2012,,tt1790885,157.0,"Drama,Thriller",7.4,251072,,
535,Cloud Atlas,WB,27100000.0,2012,,tt1371111,172.0,"Action,Drama,Mystery",7.4,326473,,
536,The Woman in Black,CBS,54300000.0,2012,,tt1596365,95.0,"Drama,Fantasy,Horror",6.4,165357,,
537,The Woman in Black,,54333290.0,2012,15000000.0,tt1596365,95.0,"Drama,Fantasy,Horror",6.4,165357,39333290.0,262.2219333333333
538,The Pirates! Band of Misfits,Sony,31100000.0,2012,,tt1430626,88.0,"Adventure,Animation,Comedy",6.7,41958,,
539,Parental Guidance,Fox,77300000.0,2012,,tt1047540,105.0,"Comedy,Family",6.1,23711,,
540,Abraham Lincoln: Vampire Hunter,Fox,37500000.0,2012,,tt1611224,105.0,"Action,Fantasy,Horror",5.9,142853,,
541,Pitch Perfect,Uni.,65000000.0,2012,,tt1981677,112.0,"Comedy,Music,Romance",7.2,256565,,
542,Hope Springs,Sony,63500000.0,2012,,tt1535438,100.0,"Comedy,Drama,Romance",6.3,38667,,
543,Hope Springs,,63536011.0,2012,30000000.0,tt1535438,100.0,"Comedy,Drama,Romance",6.3,38667,33536011.0,111.78670333333334
544,ParaNorman,Focus,56000000.0,2012,,tt1623288,92.0,"Adventure,Animation,Comedy",7.0,87250,,
545,The Campaign,WB,86900000.0,2012,,tt1790886,85.0,Comedy,6.1,118678,,
546,Project X,WB,54700000.0,2012,,tt1636826,88.0,Comedy,6.7,177782,,
547,Project X,,54731865.0,2012,12000000.0,tt1636826,88.0,Comedy,6.7,177782,42731865.0,356.098875
548,The Devil Inside,Par.,53300000.0,2012,,tt1560985,83.0,Horror,4.2,33522,,
549,The Devil Inside,,53262945.0,2012,1000000.0,tt1560985,83.0,Horror,4.2,33522,52262945.0,5226.2945
550,The Lucky One,WB,60500000.0,2012,,tt1327194,101.0,"Drama,Romance",6.5,94359,,
551,Contraband,Uni.,66500000.0,2012,,tt1524137,109.0,"Action,Crime,Drama",6.5,111709,,
552,Think Like a Man,SGem,91500000.0,2012,,tt1621045,122.0,"Comedy,Romance",6.6,41043,,
553,This Is 40,Uni.,67500000.0,2012,,tt1758830,134.0,"Comedy,Romance",6.2,118862,,
554,The Possession,LGF,49100000.0,2012,,tt0431021,92.0,"Horror,Mystery,Thriller",5.9,53649,,
555,What to Expect When You're Expecting,LGF,41200000.0,2012,,tt1586265,110.0,"Comedy,Drama,Romance",5.7,65890,,
556,The Thieves,WGUSA,686000.0,2012,,tt2330866,135.0,"Action,Comedy,Crime",6.8,8044,,
557,Frankenweenie,BV,35300000.0,2012,,tt1142977,87.0,"Animation,Comedy,Family",7.0,89489,,
558,Frankenweenie,,35287788.0,2012,39000000.0,tt1142977,87.0,"Animation,Comedy,Family",7.0,89489,-3712212.0,-9.51849230769231
559,Act of Valor,Rela.,70000000.0,2012,,tt1591479,110.0,"Action,Adventure,Drama",6.5,63787,,
560,Sinister,LG/S,48100000.0,2012,,tt1922777,110.0,"Horror,Mystery,Thriller",6.8,198345,,
561,Diary of a Wimpy Kid: Dog Days,Fox,49000000.0,2012,,tt2023453,94.0,"Comedy,Family",6.3,19571,,
562,Diary of a Wimpy Kid: Dog Days,,49008662.0,2012,22000000.0,tt2023453,94.0,"Comedy,Family",6.3,19571,27008662.0,122.76664545454545
563,To Rome with Love,SPC,16700000.0,2012,,tt1859650,112.0,"Comedy,Music,Romance",6.3,79381,,
564,Here Comes the Boom,Sony,45300000.0,2012,,tt1648179,105.0,"Action,Comedy,Sport",6.4,81761,,
565,Anna Karenina,Focus,12800000.0,2012,,tt1781769,129.0,"Drama,Romance",6.6,84668,,
566,The Watch,Fox,35400000.0,2012,,tt1298649,102.0,"Action,Comedy,Horror",5.7,115757,,
567,Moonrise Kingdom,Focus,45500000.0,2012,,tt1748122,94.0,"Adventure,Comedy,Drama",7.8,291750,,
568,Rock of Ages,WB (NL),38500000.0,2012,,tt1336608,123.0,"Comedy,Drama,Musical",5.9,69910,,
569,That's My Boy,Sony,36900000.0,2012,,tt1232200,116.0,Comedy,5.6,83009,,
570,The Odd Life of Timothy Green,BV,51900000.0,2012,,tt1462769,105.0,"Comedy,Drama,Family",6.6,42770,,
571,The Three Stooges,Fox,44300000.0,2012,,tt0383010,92.0,"Comedy,Family",5.1,28570,,
572,The Five-Year Engagement,Uni.,28800000.0,2012,,tt1195478,124.0,"Comedy,Romance",6.2,88469,,
573,Lawless,Wein.,37400000.0,2012,,tt1212450,116.0,"Crime,Drama",7.3,214055,,
574,Red Tails,Fox,49900000.0,2012,,tt0485985,125.0,"Action,Adventure,Drama",5.9,31815,,
575,Trouble with the Curve,WB,35800000.0,2012,,tt2083383,111.0,"Drama,Sport",6.8,56129,,
576,End of Watch,ORF,41000000.0,2012,,tt1855199,109.0,"Action,Crime,Drama",7.6,211308,,
577,Man on a Ledge,LG/S,18600000.0,2012,,tt1568338,102.0,"Action,Adventure,Crime",6.6,137507,,
578,The Guilt Trip,Par.,37100000.0,2012,,tt1694020,95.0,"Comedy,Drama",5.8,33702,,
579,A Werewolf Boy,CJ,343000.0,2012,,tt2315152,122.0,"Fantasy,Romance",7.4,5657,,
580,Killing Them Softly,Wein.,15000000.0,2012,,tt1764234,97.0,"Crime,Thriller",6.2,124086,,
581,Chernobyl Diaries,WB,18100000.0,2012,,tt1991245,86.0,"Horror,Mystery,Thriller",5.0,60304,,
582,Dredd,LGF,13400000.0,2012,,tt1343727,95.0,"Action,Crime,Sci-Fi",7.1,234616,,
583,Arbitrage,RAtt.,7900000.0,2012,,tt1764183,107.0,"Drama,Thriller",6.6,46774,,
584,Chimpanzee,BV,29000000.0,2012,,tt1222815,78.0,Documentary,7.2,5539,,
585,Alex Cross,LG/S,25900000.0,2012,,tt1712170,101.0,"Action,Crime,Mystery",5.1,30951,,
586,The Perks of Being a Wallflower,LG/S,17700000.0,2012,,tt1659337,103.0,Drama,8.0,422671,,
587,Katy Perry: Part of Me,Par.,25300000.0,2012,,tt2215719,93.0,"Documentary,Music",5.9,13034,,
588,Katy Perry: Part of Me,,25326071.0,2012,12000000.0,tt2215719,93.0,"Documentary,Music",5.9,13034,13326071.0,111.05059166666666
589,Lockout,FD,14300000.0,2012,,tt1592525,95.0,"Action,Sci-Fi,Thriller",6.1,89554,,
590,Joyful Noise,WB,30900000.0,2012,,tt1710396,118.0,"Comedy,Drama,Music",5.8,7575,,
591,Premium Rush,Sony,20300000.0,2012,,tt1547234,91.0,"Action,Crime,Thriller",6.5,105279,,
592,The Raven,Rela.,16000000.0,2012,,tt1486192,110.0,"Crime,Mystery,Thriller",6.4,79578,,
593,Rowdy Rathore,UTV,777000.0,2012,,tt2077833,140.0,Action,5.9,18953,,
594,Bol Bachchan,FIP,1200000.0,2012,,tt1728986,155.0,"Action,Comedy,Drama",5.5,7359,,
595,The Master,Wein.,16399999.0,2012,,tt1560747,138.0,Drama,7.1,131365,,
596,Rust and Bone,SPC,2100000.0,2012,,tt2053425,120.0,"Drama,Romance",7.5,58887,,
597,Big Miracle,Uni.,20200000.0,2012,,tt1430615,107.0,"Biography,Drama,Family",6.5,17585,,
598,Big Miracle,,20157300.0,2012,40000000.0,tt1430615,107.0,"Biography,Drama,Family",6.5,17585,-19842700.0,-49.60675
599,Hitchcock,FoxS,6000000.0,2012,,tt0975645,98.0,"Biography,Comedy,Drama",6.8,68315,,
600,A Thousand Words,P/DW,18500000.0,2012,,tt0763831,91.0,"Comedy,Drama",5.9,36387,,
601,A Thousand Words,,18450127.0,2012,40000000.0,tt0763831,91.0,"Comedy,Drama",5.9,36387,-21549873.0,-53.874682500000006
602,Wanderlust,Uni.,17500000.0,2012,,tt1655460,98.0,"Comedy,Romance",5.6,69081,,
603,Beasts of the Southern Wild,FoxS,12800000.0,2012,,tt2125435,93.0,"Adventure,Drama,Fantasy",7.3,77440,,
604,Amour,SPC,6700000.0,2012,,tt1602620,127.0,"Drama,Romance",7.9,84960,,
605,The Man with the Iron Fists,Uni.,15600000.0,2012,,tt1258972,95.0,Action,5.4,58185,,
606,The Man with the Iron Fists,,15634090.0,2012,15000000.0,tt1258972,95.0,Action,5.4,58185,634090.0,4.227266666666667
607,Seven Psychopaths,CBS,15000000.0,2012,,tt1931533,110.0,"Comedy,Crime",7.2,223493,,
608,Gone,LG/S,11700000.0,2012,,tt1838544,94.0,"Action,Adventure,Drama",5.9,39482,,
609,Gone,LG/S,11700000.0,2012,,tt2230954,50.0,Drama,6.6,7,,
610,The Cold Light of Day,LG/S,3800000.0,2012,,tt1366365,93.0,"Action,Thriller",4.9,33039,,
611,The Cold Light of Day,,3763583.0,2012,20000000.0,tt1366365,93.0,"Action,Thriller",4.9,33039,-16236417.0,-81.182085
612,Hit and Run,ORF,13700000.0,2012,,tt2097307,100.0,"Action,Comedy",6.1,32414,,
613,The Words,CBS,11500000.0,2012,,tt1840417,102.0,"Drama,Mystery,Romance",7.1,70308,,
614,The Words,,11494838.0,2012,6000000.0,tt1840417,102.0,"Drama,Mystery,Romance",7.1,70308,5494838.0,91.58063333333332
615,Playing for Keeps,FD,13100000.0,2012,,tt1540128,105.0,"Comedy,Romance,Sport",5.7,27389,,
616,People Like Us,BV,12400000.0,2012,,tt1716777,114.0,"Comedy,Drama",7.1,39618,,
617,Bachelorette,RTWC,448000.0,2012,,tt1920849,87.0,"Comedy,Romance",5.3,43131,,
618,Bachelorette,,446770.0,2012,3000000.0,tt1920849,87.0,"Comedy,Romance",5.3,43131,-2553230.0,-85.10766666666667
619,Fun Size,Par.,9400000.0,2012,,tt1663143,86.0,"Adventure,Comedy",5.4,12926,,
620,Seeking a Friend for the End of the World,Focus,7100000.0,2012,,tt1307068,101.0,"Adventure,Comedy,Drama",6.7,102047,,
621,The Apparition,WB,4900000.0,2012,,tt1433822,83.0,"Horror,Thriller",4.1,18112,,
622,The Sessions,FoxS,6000000.0,2012,,tt1866249,95.0,"Biography,Comedy,Drama",7.2,39731,,
623,Ruby Sparks,FoxS,2500000.0,2012,,tt1839492,104.0,"Comedy,Drama,Fantasy",7.2,90963,,
624,Hyde Park on Hudson,Focus,6400000.0,2012,,tt1477855,94.0,"Biography,Comedy,Drama",5.9,10726,,
625,On the Road,IFC,744000.0,2012,,tt0337692,124.0,"Adventure,Drama,Romance",6.1,37886,,
626,Piranha 3DD,W/Dim.,377000.0,2012,,tt1714203,83.0,"Comedy,Horror",3.7,37088,,
627,Bel Ami,Magn.,120000.0,2012,,tt1440732,102.0,"Drama,History,Romance",5.4,17055,,
628,Iron Sky,EOne,122000.0,2012,,tt1034314,93.0,"Action,Comedy,Sci-Fi",5.9,87609,,
629,Heroine,UTV,599000.0,2012,,tt1949548,149.0,Drama,5.1,3685,,
630,A Royal Affair,Magn.,1500000.0,2012,,tt1276419,137.0,"Biography,Drama,History",7.6,40993,,
631,The Collection,LD,6800000.0,2012,,tt1748227,82.0,"Action,Horror,Thriller",6.1,42256,,
632,Cosmopolis,EOne,764000.0,2012,,tt1480656,109.0,"Drama,Fantasy",5.0,41897,,
633,Chasing Mavericks,Fox,6000000.0,2012,,tt1629757,116.0,"Biography,Drama,Sport",7.2,28994,,
634,Won't Back Down,Fox,5300000.0,2012,,tt1870529,121.0,Drama,6.4,5915,,
635,The Tall Man,Imag.,,2012,,tt1658837,106.0,"Crime,Drama,Horror",5.9,36331,,
636,Girl in Progress,LGF,2600000.0,2012,,tt1817676,93.0,"Comedy,Drama",5.6,6199,,
637,Barbara,AF,1000000.0,2012,,tt2178941,105.0,Drama,7.2,11292,,
638,Keith Lemon: The Film,,,2012,,tt2147365,85.0,Comedy,2.6,3950,,
639,Safety Not Guaranteed,FD,4000000.0,2012,,tt1862079,86.0,"Comedy,Drama,Romance",7.0,111907,,
640,Safety Not Guaranteed,,4010957.0,2012,750000.0,tt1862079,86.0,"Comedy,Drama,Romance",7.0,111907,3260957.0,434.79426666666666
641,Branded,RAtt.,354000.0,2012,,tt1368440,106.0,"Drama,Fantasy,Thriller",4.7,8480,,
642,Searching for Sugar Man,SPC,3700000.0,2012,,tt2125608,86.0,"Biography,Documentary,Music",8.2,58654,,
643,Robot & Frank,Gold.,3300000.0,2012,,tt1990314,89.0,"Comedy,Crime,Drama",7.1,59229,,
644,Jab Tak Hai Jaan,Yash,3000000.0,2012,,tt2176013,176.0,"Drama,Romance",6.8,48364,,
645,Talaash,Relbig.,2900000.0,2012,,tt1787988,140.0,"Crime,Drama,Mystery",7.3,36306,,
646,Barfi!,UTV,2800000.0,2012,,tt2082197,151.0,"Comedy,Drama,Romance",8.1,68941,,
647,Dabangg 2,Eros,2500000.0,2012,,tt2112131,120.0,"Action,Comedy",4.9,13622,,
648,The Queen of Versailles,Magn.,2400000.0,2012,,tt2125666,100.0,Documentary,7.1,11943,,
649,Ek Tha Tiger,Yash,2300000.0,2012,,tt2016894,132.0,"Action,Romance,Thriller",5.5,26393,,
650,The Imposter,IM,898000.0,2012,,tt1966604,99.0,"Biography,Crime,Documentary",7.5,42193,,
651,Agneepath,Eros,2000000.0,2012,,tt1849718,174.0,"Action,Drama",7.0,20384,,
652,English Vinglish,Eros,1900000.0,2012,,tt2181931,134.0,"Comedy,Drama,Family",7.9,30323,,
653,Housefull 2,Eros,1800000.0,2012,,tt1980986,145.0,"Action,Comedy,Musical",5.4,11725,,
654,2 Days in New York,Magn.,633000.0,2012,,tt1602472,96.0,"Comedy,Drama,Romance",6.0,13318,,
655,Lay the Favorite,RTWC,21000.0,2012,,tt1132449,94.0,"Comedy,Drama,Romance",4.8,10555,,
656,Soldiers of Fortune,RAtt.,38900.0,2012,,tt1678051,94.0,"Action,Thriller",4.3,6765,,
657,A Late Quartet,EOne,1600000.0,2012,,tt1226240,105.0,"Drama,Music",7.1,12974,,
658,I Wish,Magn.,146000.0,2012,,tt2670556,81.0,Fantasy,8.2,12,,
659,Marley,Magn.,1400000.0,2012,,tt1183919,144.0,"Biography,Documentary,Music",8.0,12503,,
660,The Paperboy,MNE,693000.0,2012,,tt1496422,107.0,"Crime,Drama,Mystery",5.8,33940,,
661,The Paperboy,,677200.0,2012,12500000.0,tt1496422,107.0,"Crime,Drama,Mystery",5.8,33940,-11822800.0,-94.5824
662,Chasing Ice,SD,1300000.0,2012,,tt1579361,75.0,"Biography,Documentary",7.8,7729,,
663,The Other Son,Cohen,1300000.0,2012,,tt2073016,105.0,Drama,7.4,3144,,
664,"For a Good Time, Call...",Focus,1300000.0,2012,,tt1996264,85.0,Comedy,6.0,14990,,
665,Ek Main Aur Ekk Tu,UTV,1200000.0,2012,,tt1703958,110.0,"Comedy,Drama,Romance",5.8,5997,,
666,Darling Companion,SPC,794000.0,2012,,tt1730687,103.0,"Comedy,Drama,Romance",5.1,3085,,
667,Teri Meri Kahaani,Eros,781000.0,2012,,tt2354407,117.0,"Comedy,Drama,Romance",4.8,3625,,
668,Son of Sardaar,Eros,772000.0,2012,,tt2178508,141.0,"Action,Comedy",4.0,8109,,
669,Agent Vinod,Eros,698000.0,2012,,tt1395025,157.0,"Action,Adventure,Thriller",5.2,6613,,
670,Student of the Year,Eros,670000.0,2012,,tt2172071,146.0,"Comedy,Drama,Romance",5.4,12940,,
671,Holy Motors,IM,641000.0,2012,,tt2076220,115.0,"Drama,Fantasy",7.1,36874,,
672,Vicky Donor,Eros,549000.0,2012,,tt2317337,126.0,"Comedy,Romance",7.8,35465,,
673,Being Flynn,Focus,540000.0,2012,,tt0455323,102.0,Drama,6.4,15780,,
674,Ai Weiwei: Never Sorry,IFC,534000.0,2012,,tt1845773,91.0,Documentary,7.6,3974,,
675,Ferrari Ki Sawaari,Eros,434000.0,2012,,tt2122340,140.0,"Comedy,Drama,Family",6.4,4597,,
676,Dark Tide,WHE,,2012,,tt1507563,94.0,"Action,Adventure,Drama",4.3,7682,,
677,Khiladi 786,Eros,379000.0,2012,,tt2166214,141.0,"Action,Comedy",4.4,5648,,
678,Khiladi 786,,385422.0,2012,5600000.0,tt2166214,141.0,"Action,Comedy",4.4,5648,-5214578.0,-93.11746428571429
679,Smashed,SPC,377000.0,2012,,tt2063781,81.0,Drama,6.8,15627,,
680,Universal Soldier: Day of Reckoning,Magn.,5500.0,2012,,tt1659343,114.0,"Action,Horror,Mystery",5.1,18206,,
681,Liberal Arts,IFC,327000.0,2012,,tt1872818,97.0,"Comedy,Drama,Romance",6.7,34091,,
682,Compliance,Magn.,319000.0,2012,,tt1971352,90.0,"Biography,Crime,Drama",6.4,28703,,
683,Back to 1942,CL,313000.0,2012,,tt2113822,145.0,Drama,6.9,2847,,
684,Love in the Buff,CL,256000.0,2012,,tt2238839,112.0,"Comedy,Romance",6.9,1507,,
685,Lola Versus,FoxS,253000.0,2012,,tt1710417,87.0,Comedy,5.5,7966,,
686,Keep the Lights On,MBox,246000.0,2012,,tt2011953,101.0,"Drama,Romance",6.3,4984,,
687,Elena,Zeit.,233000.0,2012,,tt2475154,80.0,"Biography,Documentary,Drama",7.7,1235,,
688,Tezz,Eros,230000.0,2012,,tt1706317,121.0,"Action,Crime,Thriller",3.9,1951,,
689,The Viral Factor,CL,220000.0,2012,,tt2063011,122.0,"Action,Drama,Thriller",6.0,2405,,
690,Tai Chi Zero,Vari.,212000.0,2012,,tt1981080,98.0,"Action,Adventure,Drama",6.1,4593,,
691,The House I Live In,Abr.,211000.0,2012,,tt2125653,108.0,Documentary,7.9,5023,,
692,Any Day Now,MBox,201000.0,2012,,tt2066176,98.0,Drama,7.5,5464,,
693,Tere Naal Love Ho Gaya,UTV,178000.0,2012,,tt2130242,130.0,"Comedy,Drama,Romance",5.8,3780,,
694,Joker,UTV,169000.0,2012,,tt1918886,104.0,"Comedy,Family,Sci-Fi",2.6,4552,,
695,Shirin Farhad Ki Toh Nikal Padi,Eros,156000.0,2012,,tt2187972,111.0,Romance,4.3,977,,
696,Chakravyuh,Eros,152000.0,2012,,tt2292625,152.0,"Action,Drama,Thriller",6.9,2838,,
697,Luv Shuv Tey Chicken Khurana,UTV,144000.0,2012,,tt2186933,140.0,Comedy,6.6,3335,,
698,Hello I Must Be Going,Osci.,107000.0,2012,,tt2063666,95.0,"Comedy,Drama,Romance",6.2,5489,,
699,The Magic of Belle Isle,Magn.,102000.0,2012,,tt1839654,109.0,"Comedy,Drama",7.0,16244,,
700,Mugamoodi,UTV,101000.0,2012,,tt2367996,150.0,"Action,Adventure",5.0,835,,
701,V/H/S,Magn.,100000.0,2012,,tt2105044,116.0,"Horror,Thriller",5.8,53034,,
702,Vulgaria,CL,59100.0,2012,,tt2266938,93.0,Comedy,6.3,1263,,
703,Jodi Breakers,Yash,52600.0,2012,,tt2191721,127.0,"Comedy,Musical,Romance",3.5,1051,,
704,Painted Skin: The Resurrection,WGUSA,50400.0,2012,,tt2371411,131.0,"Fantasy,Mystery,Romance",6.3,2898,,
705,Double Trouble,CL,44800.0,2012,,tt2309048,87.0,"Action,Comedy",3.6,201,,
706,The Bay,RAtt.,30700.0,2012,,tt1713476,84.0,"Horror,Sci-Fi,Thriller",5.6,23408,,
707,In Another Country,KL,25100.0,2012,,tt1989712,89.0,Drama,6.4,2754,,
708,The First Time,Gold.,22800.0,2012,,tt1763303,95.0,"Comedy,Drama,Romance",6.9,62589,,
709,28 Hotel Rooms,Osci.,18900.0,2012,,tt2124074,82.0,"Drama,Romance",5.8,2757,,
710,Patience (After Sebald),CGld,15900.0,2012,,tt2118702,86.0,Documentary,6.9,246,,
711,Grassroots,Gold.,12400.0,2012,,tt1634286,98.0,"Comedy,Drama",5.3,996,,
712,Husbands in Goa,UTV,10100.0,2012,,tt2407826,140.0,Comedy,3.6,204,,
713,The Babymakers,MNE,7900.0,2012,,tt0835418,95.0,Comedy,5.0,8147,,
714,Sleepless Night,Trib.,3400.0,2012,,tt2164088,66.0,Drama,6.8,96,,
715,ATM,IFC,3000.0,2012,,tt1603257,90.0,"Horror,Thriller",4.7,21608,,
716,About Cherry,IFC,3000.0,2012,,tt1945062,98.0,Drama,4.8,9197,,
717,Cheerful Weather for the Wedding,IFC,2700.0,2012,,tt1159922,89.0,"Comedy,Drama,Romance",5.6,2048,,
718,Frozen,BV,400700000.0,2013,,tt2294629,102.0,"Adventure,Animation,Comedy",7.5,516998,,
719,Iron Man 3,BV,409000000.0,2013,,tt1300854,130.0,"Action,Adventure,Sci-Fi",7.2,692794,,
720,Iron Man 3,,408992272.0,2013,200000000.0,tt1300854,130.0,"Action,Adventure,Sci-Fi",7.2,692794,208992272.0,104.496136
721,Despicable Me 2,Uni.,368100000.0,2013,,tt1690953,98.0,"Adventure,Animation,Comedy",7.4,344230,,
722,Despicable Me 2,,368065385.0,2013,76000000.0,tt1690953,98.0,"Adventure,Animation,Comedy",7.4,344230,292065385.0,384.2965592105263
723,The Hobbit: The Desolation of Smaug,WB (NL),258399999.0,2013,,tt1170358,161.0,"Adventure,Fantasy",7.8,565563,,
724,The Hunger Games: Catching Fire,LGF,424700000.0,2013,,tt1951264,146.0,"Action,Adventure,Sci-Fi",7.5,575455,,
725,Fast & Furious 6,Uni.,238700000.0,2013,,tt1905041,130.0,"Action,Crime,Thriller",7.1,346747,,
726,Monsters University,BV,268500000.0,2013,,tt1453405,104.0,"Adventure,Animation,Comedy",7.3,291887,,
727,Gravity,WB,274100000.0,2013,,tt1454468,91.0,"Drama,Sci-Fi,Thriller",7.7,710018,,
728,Gravity,,274092705.0,2013,110000000.0,tt1454468,91.0,"Drama,Sci-Fi,Thriller",7.7,710018,164092705.0,149.17518636363636
729,Man of Steel,WB,291000000.0,2013,,tt0770828,143.0,"Action,Adventure,Sci-Fi",7.1,647288,,
730,Thor: The Dark World,BV,206400000.0,2013,,tt1981115,112.0,"Action,Adventure,Fantasy",6.9,540996,,
731,Thor: The Dark World,,206362140.0,2013,150000000.0,tt1981115,112.0,"Action,Adventure,Fantasy",6.9,540996,56362140.0,37.574760000000005
732,The Croods,Fox,187200000.0,2013,,tt0481499,98.0,"Action,Adventure,Animation",7.2,176699,,
733,World War Z,Par.,202400000.0,2013,,tt0816711,116.0,"Action,Adventure,Horror",7.0,553751,,
734,Star Trek Into Darkness,Par.,228800000.0,2013,,tt1408101,132.0,"Action,Adventure,Sci-Fi",7.7,445535,,
735,The Wolverine,Fox,132600000.0,2013,,tt1430132,126.0,"Action,Adventure,Sci-Fi",6.7,401286,,
736,Pacific Rim,WB,101800000.0,2013,,tt1663662,131.0,"Action,Adventure,Sci-Fi",6.9,443667,,
737,The Wolf of Wall Street,Par.,116900000.0,2013,,tt0993846,180.0,"Biography,Crime,Drama",8.2,1035358,,
738,G.I. Joe: Retaliation,Par.,122500000.0,2013,,tt1583421,110.0,"Action,Adventure,Sci-Fi",5.8,165536,,
739,The Hangover Part III,WB,112200000.0,2013,,tt1951261,100.0,"Adventure,Comedy,Crime",5.8,270695,,
740,Now You See Me,LG/S,117700000.0,2013,,tt1670345,115.0,"Crime,Mystery,Thriller",7.3,553156,,
741,The Smurfs 2,Sony,71000000.0,2013,,tt2017020,105.0,"Adventure,Animation,Comedy",5.4,34229,,
742,The Conjuring,WB (NL),137400000.0,2013,,tt1457767,112.0,"Horror,Mystery,Thriller",7.5,397233,,
743,A Good Day to Die Hard,Fox,67300000.0,2013,,tt1606378,98.0,"Action,Thriller",5.3,188383,,
744,Oblivion,Uni.,89100000.0,2013,,tt1483013,124.0,"Action,Adventure,Sci-Fi",7.0,453966,,
745,Elysium,TriS,93100000.0,2013,,tt1535108,109.0,"Action,Drama,Sci-Fi",6.6,395572,,
746,Elysium,,93050117.0,2013,120000000.0,tt1535108,109.0,"Action,Drama,Sci-Fi",6.6,395572,-26949883.0,-22.458235833333333
747,Turbo,Fox,83000000.0,2013,,tt1860353,96.0,"Adventure,Animation,Comedy",6.4,74639,,
748,Cloudy with a Chance of Meatballs 2,Sony,119800000.0,2013,,tt1985966,95.0,"Adventure,Animation,Comedy",6.4,81010,,
749,We're the Millers,WB (NL),150400000.0,2013,,tt1723121,110.0,"Comedy,Crime",7.0,371759,,
750,We're the Millers,,150394119.0,2013,37000000.0,tt1723121,110.0,"Comedy,Crime",7.0,371759,113394119.0,306.4705918918919
751,Epic,Fox,107500000.0,2013,,tt0848537,102.0,"Adventure,Animation,Family",6.7,95318,,
752,The Lone Ranger,BV,89300000.0,2013,,tt1210819,150.0,"Action,Adventure,Western",6.4,208827,,
753,The Lone Ranger,,89302115.0,2013,275000000.0,tt1210819,150.0,"Action,Adventure,Western",6.4,208827,-185697885.0,-67.52650363636363
754,American Hustle,Sony,150100000.0,2013,,tt1800241,138.0,"Crime,Drama",7.2,418221,,
755,Grown Ups 2,Sony,133699999.0,2013,,tt2191701,101.0,Comedy,5.4,128500,,
756,After Earth,Sony,60500000.0,2013,,tt1815862,100.0,"Action,Adventure,Drama",4.8,181687,,
757,Planes,BV,90300000.0,2013,,tt1691917,91.0,"Adventure,Animation,Comedy",5.7,39870,,
758,The Heat,Fox,159600000.0,2013,,tt2404463,117.0,"Action,Comedy,Crime",6.6,153501,,
759,Captain Phillips,Sony,107100000.0,2013,,tt1535109,134.0,"Biography,Drama,Thriller",7.8,387402,,
760,White House Down,Sony,73100000.0,2013,,tt2334879,131.0,"Action,Drama,Thriller",6.4,191791,,
761,Percy Jackson: Sea of Monsters,Fox,68600000.0,2013,,tt1854564,106.0,"Adventure,Family,Fantasy",5.8,102313,,
762,Percy Jackson: Sea of Monsters,,68559554.0,2013,90000000.0,tt1854564,106.0,"Adventure,Family,Fantasy",5.8,102313,-21440446.0,-23.822717777777775
763,Jack the Giant Slayer,WB (NL),65200000.0,2013,,tt1351685,114.0,"Adventure,Fantasy",6.3,123127,,
