,index,title,production_budget,domestic_gross,worldwide_gross,year,studio,runtime_minutes,genres,averagerating,numvotes,profit,roi
1715,879,London Has Fallen,60000000.0,62524260.0,195194085,2016,,,,,,135194085.0,225.32347499999997
1716,3362,Yentl,12000000.0,39012241.0,39012241, 1983,,,,,,27012241.0,225.10200833333332
1717,2472,Victoria and Abdul,21000000.0,22245070.0,68271146, 2017,,,,,,47271146.0,225.10069523809523
1718,4493,They Live,4000000.0,13000000.0,13000774,1988,,,,,,9000774.0,225.01935
1719,2194,The Grey,25000000.0,51580136.0,81249176, 2012,,,,,,56249176.0,224.996704
1720,494,Divergent,85000000.0,150947895.0,276014965, 2014,,,,,,191014965.0,224.7234882352941
1721,3523,Darkness,10600000.0,22163442.0,34409206, 2004,,,,,,23809206.0,224.61515094339623
1722,3269,21 and Over,13000000.0,25682380.0,42195766,2013,,,,,,29195766.0,224.5828153846154
1723,3261,Earth to Echo,13000000.0,38934842.0,42174545,2014,,,,,,29174545.0,224.41957692307693
1724,3688,Krrish,10000000.0,1430721.0,32430721, 2006,,,,,,22430721.0,224.30721
1725,1112,The Ring Two,50000000.0,75941727.0,161941727, 2005,,,,,,111941727.0,223.883454
1726,1650,Species,35000000.0,60054449.0,113354449,1995,,,,,,78354449.0,223.86985428571427
1727,2875,Halloween: H2O,17000000.0,55041738.0,55041738,1998,,,,,,38041738.0,223.7749294117647
1728,950,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000.0,709982.0,194058503,2016,,,,,,134058503.0,223.43083833333336
1729,1109,Payback,50000000.0,81526121.0,161626121,1999,,,,,,111626121.0,223.252242
1730,4108,Die FÃ¤lscher,6250000.0,5488570.0,20199663, 2008,,,,,,13949663.0,223.19460800000002
1731,1946,Ballerina,30000000.0,21858070.0,96892829, 2017,,,,,,66892829.0,222.97609666666665
1732,181,Troy,150000000.0,133298577.0,484161265, 2004,,,,,,334161265.0,222.77417666666665
1733,2410,Son of God,22000000.0,59700064.0,70949793, 2014,,,,,,48949793.0,222.4990590909091
1734,1451,Aliens vs. Predator - Requiem,40000000.0,41797066.0,128884494, 2007,,,,,,88884494.0,222.21123500000002
1735,151,War for the Planet of the Apes,152000000.0,146880162.0,489592267, 2017,,,,,,337592267.0,222.10017565789474
1736,1404,The Talented Mr. Ripley,40000000.0,81292135.0,128792135, 1999,,,,,,88792135.0,221.98033750000002
1737,274,Prometheus,125000000.0,126477084.0,402448265,2012,,,,,,277448265.0,221.95861200000002
1738,446,The Departed,90000000.0,132384315.0,289660619,2006,,,,,,199660619.0,221.84513222222222
1739,4694,Belly,3000000.0,9639390.0,9639390,1998,,,,,,6639390.0,221.31300000000002
1740,7,Pirates of the Caribbean: At Worldâs End,300000000.0,309420425.0,963420425, 2007,,,,,,663420425.0,221.14014166666664
1741,3575,The Lawnmower Man,10000000.0,32100816.0,32100816,1992,,,,,,22100816.0,221.00816
1742,1007,Kill Bill: Volume 1,55000000.0,70098138.0,176469428, 2003,,,,,,121469428.0,220.85350545454548
1743,444,What Lies Beneath,90000000.0,155464351.0,288693989, 2000,,,,,,198693989.0,220.7710988888889
1744,767,Entrapment,66000000.0,87707396.0,211700000, 1999,,,,,,145700000.0,220.75757575757575
1745,2420,Delivery Man,22000000.0,30659817.0,70536870, 2013,,,,,,48536870.0,220.62213636363634
1746,4296,O (Othello),5000000.0,16017403.0,16017403, 2001,,,,,,11017403.0,220.34805999999998
1747,3887,Enough Said,8000000.0,17550872.0,25621449, 2013,,,,,,17621449.0,220.26811249999997
1748,3783,Boiler Room,9000000.0,16963963.0,28773637, 2000,,,,,,19773637.0,219.70707777777778
1749,1685,The Pianist,35000000.0,32519322.0,111854182, 2002,,,,,,76854182.0,219.58337714285716
1750,1877,Harlem Nights,30000000.0,60857262.0,95857262, 1989,,,,,,65857262.0,219.5242066666667
1751,1102,Stepmom,50000000.0,91137662.0,159745279, 1998,,,,,,109745279.0,219.490558
1752,754,Ted 2,68000000.0,81476385.0,217214143, 2015,,,,,,149214143.0,219.4325632352941
1753,2783,Under the Tuscan Sun,18000000.0,43601508.0,57490024, 2003,,,,,,39490024.0,219.3890222222222
1754,3057,Book of Shadows: Blair Witch 2,15000000.0,26421314.0,47721314, 2000,,,,,,32721314.0,218.14209333333335
1755,5667,Sound of My Voice,135000.0,408015.0,429448, 2012,,,,,,294448.0,218.1096296296296
1756,1434,Predators,40000000.0,52000688.0,127234389,2010,,,,,,87234389.0,218.0859725
1757,2781,Prom Night,18000000.0,43869350.0,57193655, 2008,,,,,,39193655.0,217.74252777777775
1758,5022,El crimen de padre Amaro,1800000.0,5719000.0,5719000, 2002,,,,,,3919000.0,217.72222222222223
1759,1584,The Upside,37500000.0,108235497.0,119024536, 2019,,,,,,81524536.0,217.39876266666664
1760,1593,Game Night,37000000.0,69179066.0,117378084, 2018,,,,,,80378084.0,217.23806486486487
1761,163,Charlie and the Chocolate Factory,150000000.0,206459076.0,475825484, 2005,,,,,,325825484.0,217.21698933333334
1762,992,George Of The Jungle,55000000.0,105263257.0,174463257, 1997,,,,,,119463257.0,217.20592181818182
1763,332,The Smurfs 2,110000000.0,71017784.0,348547523, 2013,,,,,,238547523.0,216.86138454545457
1764,2433,The Transporter Refueled,22000000.0,16029670.0,69698495,2015,,,,,,47698495.0,216.81134090909092
1765,1391,Julie & Julia,40000000.0,94125426.0,126646119,2009,,,,,,86646119.0,216.61529750000003
1766,4961,Knock Knock,2000000.0,36336.0,6328516,2015,,,,,,4328516.0,216.42579999999998
1767,1415,The House with a Clock in its Walls,40000000.0,68549695.0,126331750, 2018,,,,,,86331750.0,215.829375
1768,1557,Star Trek: Generations,38000000.0,75671262.0,120000000, 1994,,,,,,82000000.0,215.78947368421052
1769,2936,The Texas Chainsaw Massacre: The Beginning,16000000.0,39517763.0,50517763,2006,,,,,,34517763.0,215.73601875000003
1770,3597,Mud,10000000.0,21590086.0,31556959, 2013,,,,,,21556959.0,215.56959
1771,208,Men in Black 2,140000000.0,190418803.0,441767803,2002,,,,,,301767803.0,215.54843071428573
1772,1220,The Bone Collector,48000000.0,66488090.0,151463090,1999,,,,,,103463090.0,215.54810416666666
1773,1453,Sex Tape,40000000.0,38543473.0,126069509, 2014,,,,,,86069509.0,215.17377249999998
1774,1556,Spy Kids 2: The Island of Lost Dreams,38000000.0,85846296.0,119721296,2002,,,,,,81721296.0,215.05604210526315
1775,720,Dracula Untold,70000000.0,55991880.0,220241723, 2014,,,,,,150241723.0,214.63103285714286
1776,2177,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000.0,78656813.0,78656813, 1991,,,,,,53656813.0,214.627252
1777,73,Iron Man,186000000.0,318604126.0,585171547,2008,,,,,,399171547.0,214.60835860215056
1778,3045,The Wedding Date,15000000.0,31726995.0,47175038,2005,,,,,,32175038.0,214.50025333333335
1779,1821,42,31000000.0,95020213.0,97470701, 2013,,,,,,66470701.0,214.42161612903226
1780,4096,Shame,6500000.0,4002293.0,20412841,2011,,,,,,13912841.0,214.04370769230766
1781,1891,Southpaw,30000000.0,52421953.0,94156456, 2015,,,,,,64156456.0,213.85485333333332
1782,2538,The Star,20000000.0,40847995.0,62758010, 2017,,,,,,42758010.0,213.79005
1783,1269,Scary Movie 2,45000000.0,71277420.0,141189101,2001,,,,,,96189101.0,213.7535577777778
1784,3066,The Place Beyond the Pines,15000000.0,21403519.0,47011449, 2013,,,,,,32011449.0,213.40966
1785,3376,Hell or High Water,12000000.0,27007844.0,37584304, 2016,,,,,,25584304.0,213.20253333333335
1786,2944,The Women,16000000.0,26902075.0,50103808, 2008,,,,,,34103808.0,213.1488
1787,1123,Planes: Fire and Rescue,50000000.0,59157732.0,156399644, 2014,,,,,,106399644.0,212.799288
1788,566,Space Jam,80000000.0,90463534.0,250200000, 1996,,,,,,170200000.0,212.75
1789,2132,Pain & Gain,26000000.0,49875291.0,81275291, 2013,,,,,,55275291.0,212.5972730769231
1790,4172,JÃ»san-nin no shikaku,6000000.0,802778.0,18727440, 2011,,,,,,12727440.0,212.12399999999997
1791,1394,Ride Along 2,40000000.0,90862685.0,124827316, 2016,,,,,,84827316.0,212.06829
1792,1407,Ray,40000000.0,75305995.0,124823094, 2004,,,,,,84823094.0,212.057735
1793,1347,Boomerang,42000000.0,70052444.0,131052444,1992,,,,,,89052444.0,212.0296285714286
1794,380,The Expendables 2,100000000.0,85028192.0,311979256, 2012,,,,,,211979256.0,211.979256
1795,3365,Time Bandits,12000000.0,37400000.0,37400000,1981,,,,,,25400000.0,211.66666666666666
1796,3638,Movie 43,10000000.0,8840453.0,31164747, 2013,,,,,,21164747.0,211.64747
1797,872,The Horse Whisperer,60000000.0,75383563.0,186883563, 1998,,,,,,126883563.0,211.472605
1798,4920,Harsh Times,2000000.0,3337931.0,6225304, 2006,,,,,,4225304.0,211.26520000000002
1799,622,2 Fast 2 Furious,76000000.0,127120058.0,236410607,2003,,,,,,160410607.0,211.06658815789473
1800,1655,Neighbors 2: Sorority Rising,35000000.0,55340730.0,108757621, 2016,,,,,,73757621.0,210.73605999999998
1801,369,Little Fockers,100000000.0,148438600.0,310650574, 2010,,,,,,210650574.0,210.65057399999998
1802,1792,Nacho Libre,32000000.0,80197993.0,99296462, 2006,,,,,,67296462.0,210.30144375
1803,415,Sex and the City 2,95000000.0,95347692.0,294680778, 2010,,,,,,199680778.0,210.19029263157893
1804,3043,The Last House on the Left,15000000.0,32752215.0,46526243, 2009,,,,,,31526243.0,210.17495333333335
1805,5119,Werk ohne Autor,1400000.0,1303747.0,4331152, 2018,,,,,,2931152.0,209.368
1806,3855,The Wind That Shakes the Barley,8300000.0,1829142.0,25670174, 2007,,,,,,17370174.0,209.27920481927708
1807,199,Tarzan,145000000.0,171091819.0,448191819, 1999,,,,,,303191819.0,209.09780620689654
1808,1561,Why Him?,38000000.0,60323786.0,117425156, 2016,,,,,,79425156.0,209.01356842105264
1809,2209,There Will Be Blood,25000000.0,40222514.0,77208711, 2007,,,,,,52208711.0,208.83484399999998
1810,547,Grown Ups 2,80000000.0,133668525.0,247023808, 2013,,,,,,167023808.0,208.77976
1811,323,Tomorrow Never Dies,110000000.0,125304276.0,339504276, 1997,,,,,,229504276.0,208.6402509090909
1812,1051,Seven Pounds,54000000.0,69951824.0,166617328, 2008,,,,,,112617328.0,208.5506074074074
1813,4134,A Mighty Wind,6000000.0,17583468.0,18504539, 2003,,,,,,12504539.0,208.40898333333337
1814,5164,The Day the Earth Stood Still,1200000.0,3700000.0,3700000, 1951,,,,,,2500000.0,208.33333333333334
1815,1866,Four Brothers,30000000.0,74494381.0,92494381, 2005,,,,,,62494381.0,208.3146033333333
1816,2728,Sea of Love,19000000.0,58571513.0,58571513, 1989,,,,,,39571513.0,208.27112105263157
1817,3949,Swimming Pool,7800000.0,10130108.0,24021282,2003,,,,,,16221282.0,207.96515384615387
1818,3074,The Big Lebowski,15000000.0,17498804.0,46189568,1998,,,,,,31189568.0,207.93045333333336
1819,3584,When the Bough Breaks,10000000.0,29747603.0,30768449,2016,,,,,,20768449.0,207.68449
1820,5567,Compliance,270000.0,319285.0,830700, 2012,,,,,,560700.0,207.66666666666666
1821,1562,Water for Elephants,38000000.0,58709717.0,116809717, 2011,,,,,,78809717.0,207.39399210526318
1822,545,Lilo & Stitch,80000000.0,145771527.0,245800000, 2002,,,,,,165800000.0,207.24999999999997
1823,4306,The Haunting of Molly Hartley,5000000.0,13442412.0,15318257, 2008,,,,,,10318257.0,206.36514
1824,3879,Modern Problems,8000000.0,24474312.0,24474312, 1981,,,,,,16474312.0,205.92890000000003
1825,2179,The Untouchables,25000000.0,76270454.0,76270454,1987,,,,,,51270454.0,205.081816
1826,709,Battle: Los Angeles,70000000.0,83552429.0,213463976, 2011,,,,,,143463976.0,204.94853714285713
1827,92,X-Men: Apocalypse,178000000.0,155442489.0,542537546, 2016,,,,,,364537546.0,204.79637415730338
1828,1909,Drag Me To Hell,30000000.0,42100625.0,91388487, 2009,,,,,,61388487.0,204.62829
1829,1274,Anaconda,45000000.0,65598907.0,136998907, 1997,,,,,,91998907.0,204.44201555555557
1830,34,Men in Black 3,215000000.0,179020854.0,654213485, 2012,,,,,,439213485.0,204.2853418604651
1831,204,Die Another Day,142000000.0,160942139.0,431942139, 2002,,,,,,289942139.0,204.18460492957746
1832,2515,Why Did I Get Married Too?,20000000.0,60095852.0,60831067,2010,,,,,,40831067.0,204.155335
1833,1110,Congo,50000000.0,81022333.0,152022333,1995,,,,,,102022333.0,204.044666
1834,469,Tomb Raider,90000000.0,58250803.0,273477501, 2018,,,,,,183477501.0,203.86389
1835,4794,Sardaar Ji,2700000.0,0.0,8200000, 2015,,,,,,5500000.0,203.70370370370372
1836,4138,Daddy Day Camp,6000000.0,13235267.0,18209872,2007,,,,,,12209872.0,203.49786666666665
1837,77,Kong: Skull Island,185000000.0,168052812.0,561072059, 2017,,,,,,376072059.0,203.28219405405403
1838,3519,Kabhi Alvida Naa Kehna,10750000.0,3275443.0,32575443, 2006,,,,,,21825443.0,203.02737674418606
1839,1437,Apocalypto,40000000.0,50866635.0,121032272,2006,,,,,,81032272.0,202.58067999999997
1840,4297,Halloween: The Curse of Michael Myers,5000000.0,15126948.0,15126948, 1995,,,,,,10126948.0,202.53896
1841,4908,Meet the Mormons,2000000.0,6047363.0,6049171, 2014,,,,,,4049171.0,202.45855
1842,1272,The Bounty Hunter,45000000.0,67061228.0,135808837, 2010,,,,,,90808837.0,201.79741555555557
1843,4132,Unplanned,6000000.0,18107621.0,18107621, 2019,,,,,,12107621.0,201.79368333333332
1844,554,Face/Off,80000000.0,112276146.0,241200000, 1997,,,,,,161200000.0,201.5
1845,3605,Jane Austen's Mafia,10000000.0,19843795.0,30143795, 1998,,,,,,20143795.0,201.43795
1846,1403,Eight Below,40000000.0,81612565.0,120455994, 2006,,,,,,80455994.0,201.13998500000002
1847,130,Wreck-It Ralph,165000000.0,189412677.0,496511521,2012,,,,,,331511521.0,200.91607333333332
1848,1139,Into the Storm,50000000.0,47602194.0,150429371,2014,,,,,,100429371.0,200.858742
1849,273,Godzilla,125000000.0,136314294.0,376000000, 1998,,,,,,251000000.0,200.8
1850,325,300: Rise of an Empire,110000000.0,106580051.0,330780051,2014,,,,,,220780051.0,200.70913727272725
1851,4695,Trippinâ,3000000.0,9017070.0,9017070, 1999,,,,,,6017070.0,200.569
1852,3582,Road House,10000000.0,30050028.0,30050028, 1989,,,,,,20050028.0,200.50028000000003
1853,4696,Red River,3000000.0,9012000.0,9012000, 1948,,,,,,6012000.0,200.4
1854,3857,Kurtlar vadisi - Irak,8300000.0,0.0,24906717, 2006,,,,,,16606717.0,200.08092771084338
1855,4298,The Egyptian,5000000.0,15000000.0,15000000, 1954,,,,,,10000000.0,200.0
1856,129,How to Train Your Dragon,165000000.0,217581232.0,494870992, 2010,,,,,,329870992.0,199.92181333333335
1857,1898,Racing Stripes,30000000.0,49772522.0,89955540, 2005,,,,,,59955540.0,199.8518
1858,76,Brave,185000000.0,237282182.0,554606532, 2012,,,,,,369606532.0,199.7873145945946
1859,102,Ralph Breaks The Internet,175000000.0,201091711.0,524283695, 2018,,,,,,349283695.0,199.59068285714287
1860,169,Thor,150000000.0,181030624.0,449326618,2011,,,,,,299326618.0,199.55107866666665
1861,3493,Inside Llewyn Davis,11000000.0,13248209.0,32943247,2013,,,,,,21943247.0,199.48406363636363
1862,826,Hop,63000000.0,108085305.0,188657593,2011,,,,,,125657593.0,199.45649682539684
1863,4495,The Great Escape,4000000.0,11744471.0,11972561,1963,,,,,,7972561.0,199.314025
1864,4011,The Devil's Rejects,7000000.0,17044981.0,20940428, 2005,,,,,,13940428.0,199.14897142857143
1865,1534,Red Cliff,40000000.0,627047.0,119627047, 2009,,,,,,79627047.0,199.06761749999998
1866,2099,Spy Kids: All the Time in the World,27000000.0,38536376.0,80681183, 2011,,,,,,53681183.0,198.8191962962963
1867,3408,Arbitrage,12000000.0,7919574.0,35830713, 2012,,,,,,23830713.0,198.58927500000001
1868,3242,Mar adentro,13300000.0,2086345.0,39686345, 2004,,,,,,26386345.0,198.39357142857145
1869,2612,21 Grams,20000000.0,16248701.0,59667625, 2003,,,,,,39667625.0,198.33812500000002
1870,2980,Hachiko: A Dog's Story,16000000.0,0.0,47707417,2010,,,,,,31707417.0,198.17135625
1871,4427,Secrets & Lies,4500000.0,13417292.0,13417292, 1996,,,,,,8917292.0,198.16204444444446
1872,999,Maid in Manhattan,55000000.0,93932896.0,163838217, 2002,,,,,,108838217.0,197.88766727272727
1873,93,The Meg,178000000.0,145443742.0,529530715, 2018,,,,,,351530715.0,197.48916573033708
1874,5578,Love and Other Catastrophes,250000.0,212285.0,743216, 1997,,,,,,493216.0,197.2864
1875,4911,All Saints,2000000.0,5802208.0,5941994, 2017,,,,,,3941994.0,197.0997
1876,2735,The Crazies,19000000.0,39123589.0,56445534, 2010,,,,,,37445534.0,197.08175789473685
1877,243,Home,130000000.0,177397510.0,385997896, 2015,,,,,,255997896.0,196.92145846153846
1878,28,Man of Steel,225000000.0,291045518.0,667999518, 2013,,,,,,442999518.0,196.88867466666667
1879,4299,Eve's Bayou,5000000.0,14843425.0,14843425,1997,,,,,,9843425.0,196.8685
1880,571,The Day the Earth Stood Still,80000000.0,79366978.0,237370350, 2008,,,,,,157370350.0,196.7129375
1881,5700,The Foot Fist Way,79000.0,234286.0,234286, 2008,,,,,,155286.0,196.56455696202534
1882,1669,Resident Evil,35000000.0,40119709.0,103787401, 2002,,,,,,68787401.0,196.53543142857143
1883,152,Pearl Harbor,151500000.0,198539855.0,449239855, 2001,,,,,,297739855.0,196.52795709570955
1884,1803,1941,32000000.0,34175000.0,94875000, 1979,,,,,,62875000.0,196.484375
1885,3050,Clash of the Titans,15000000.0,30000000.0,44400000, 1981,,,,,,29400000.0,196.0
1886,703,S.W.A.T.,70000000.0,116877597.0,207154748,2003,,,,,,137154748.0,195.93535428571428
1887,85,WALL-E,180000000.0,223808164.0,532508025, 2008,,,,,,352508025.0,195.83779166666665
1888,705,Sleepy Hollow,70000000.0,101068340.0,207068340, 1999,,,,,,137068340.0,195.8119142857143
1889,5004,Man on Wire,1900000.0,2962242.0,5617067, 2008,,,,,,3717067.0,195.6351052631579
1890,646,Constantine,75000000.0,75976178.0,221594911, 2005,,,,,,146594911.0,195.45988133333333
1891,1425,Shall We Dance?,40000000.0,57887882.0,118097882, 2004,,,,,,78097882.0,195.244705
1892,3271,Ex Machina,13000000.0,25440971.0,38358392, 2015,,,,,,25358392.0,195.06455384615384
1893,3585,Twilight Zone: The Movie,10000000.0,29500000.0,29500000, 1983,,,,,,19500000.0,195.0
1894,4508,The Rules of Attraction,4000000.0,6525762.0,11799060, 2002,,,,,,7799060.0,194.9765
1895,502,Enemy of the State,85000000.0,111549836.0,250649836, 1998,,,,,,165649836.0,194.88216
1896,4603,I Got the Hook-Up!,3500000.0,10317779.0,10317779, 1998,,,,,,6817779.0,194.79368571428571
1897,1107,"Crazy, Stupid, Love",50000000.0,84351197.0,147142328, 2011,,,,,,97142328.0,194.284656
1898,769,Need for Speed,66000000.0,43568507.0,194169619, 2014,,,,,,128169619.0,194.19639242424242
1899,853,The Italian Job,60000000.0,106126012.0,176262839, 2003,,,,,,116262839.0,193.7713983333333
1900,2051,Identity,28000000.0,52131264.0,82183683, 2003,,,,,,54183683.0,193.51315357142857
1901,9,Spectre,300000000.0,200074175.0,879620923,2015,,,,,,579620923.0,193.20697433333333
1902,1933,Deliver Us from Evil,30000000.0,30577122.0,87956618,2014,,,,,,57956618.0,193.18872666666667
1903,3586,A Low Down Dirty Shame,10000000.0,29317886.0,29317886, 1994,,,,,,19317886.0,193.17886
1904,885,Baywatch,60000000.0,58060186.0,175863783, 2017,,,,,,115863783.0,193.106305
1905,1568,The 5th Wave,38000000.0,34912982.0,111336398, 2016,,,,,,73336398.0,192.99052105263158
1906,3522,An Ideal Husband,10700000.0,18542974.0,31341183, 1999,,,,,,20641183.0,192.90825233644858
1907,663,Inferno,75000000.0,34343574.0,219519367, 2016,,,,,,144519367.0,192.69248933333333
1908,1076,"Me, Myself & Irene",51000000.0,90570999.0,149270999, 2000,,,,,,98270999.0,192.68823333333333
1909,1127,I am Number Four,50000000.0,55100437.0,146195159, 2011,,,,,,96195159.0,192.39031799999998
1910,2335,Think Like a Man Too,24000000.0,65028687.0,70027933, 2014,,,,,,46027933.0,191.7830541666667
1911,1643,Guess Who,35000000.0,68915888.0,102115888, 2005,,,,,,67115888.0,191.75968
1912,2421,"Hail, Caesar!",22000000.0,30080225.0,64160680,2016,,,,,,42160680.0,191.63945454545456
1913,1270,Blade,45000000.0,70141876.0,131237688, 1998,,,,,,86237688.0,191.63930666666667
1914,645,The Terminal,75000000.0,77073959.0,218673959, 2004,,,,,,143673959.0,191.56527866666667
1915,2134,"O Brother, Where Art Thou?",26000000.0,45506619.0,75763814, 2000,,,,,,49763814.0,191.39928461538463
1916,427,Lara Croft: Tomb Raider,94000000.0,131144183.0,273330185, 2001,,,,,,179330185.0,190.77679255319148
1917,5512,Tarnation,400000.0,592014.0,1162014,2004,,,,,,762014.0,190.5035
1918,5420,A Hard Day's Night,560000.0,1537860.0,1626784, 1964,,,,,,1066784.0,190.49714285714285
1919,684,Braveheart,72000000.0,75545647.0,209045244, 1995,,,,,,137045244.0,190.34061666666668
1920,1000,Crimson Tide,55000000.0,91387195.0,159387195, 1995,,,,,,104387195.0,189.7949
1921,706,Vanilla Sky,70000000.0,100614858.0,202726605, 2001,,,,,,132726605.0,189.60943571428572
1922,4007,Action Jackson,7000000.0,20257000.0,20257000, 1988,,,,,,13257000.0,189.3857142857143
1923,2780,Amadeus,18000000.0,51973029.0,51973029, 1984,,,,,,33973029.0,188.73905
1924,447,Charlie's Angels,90000000.0,125305545.0,259736090,2000,,,,,,169736090.0,188.59565555555554
1925,4227,Haevnen,5500000.0,1008098.0,15867314,2011,,,,,,10367314.0,188.49661818181818
1926,5496,Conversations with Other Women,450000.0,379418.0,1297745, 2006,,,,,,847745.0,188.38777777777779
1927,1121,Herbie: Fully Loaded,50000000.0,66010682.0,144110682, 2005,,,,,,94110682.0,188.221364
1928,1016,Alien 3,55000000.0,54927174.0,158500000, 1992,,,,,,103500000.0,188.1818181818182
1929,528,Click,82500000.0,137355633.0,237685089, 2006,,,,,,155185089.0,188.1031381818182
1930,3481,History of the World: Part I,11000000.0,31672000.0,31672000, 1981,,,,,,20672000.0,187.9272727272727
1931,251,The Adventures of Tintin,130000000.0,77591831.0,373993951, 2011,,,,,,243993951.0,187.68765461538462
1932,4149,Dolphins and Whales Tribes of the Ocean 3D,6000000.0,7714996.0,17252287, 2008,,,,,,11252287.0,187.53811666666667
1933,851,Couples Retreat,60000000.0,109205660.0,172450423,2009,,,,,,112450423.0,187.41737166666667
1934,3058,Boogie Nights,15000000.0,26410771.0,43111725, 1997,,,,,,28111725.0,187.4115
1935,3599,The Disaster Artist,10000000.0,21120616.0,28717667,2017,,,,,,18717667.0,187.17667
1936,1433,The Lake House,40000000.0,52330111.0,114830111, 2006,,,,,,74830111.0,187.0752775
1937,5686,Penitentiary,100000.0,287000.0,287000, 1980,,,,,,187000.0,187.0
1938,4301,Friday the 13th Part VIII: Jason Takes Manhattan,5000000.0,14343976.0,14343976, 1989,,,,,,9343976.0,186.87952
1939,768,The X Files: Fight the Future,66000000.0,83898313.0,189176423, 1998,,,,,,123176423.0,186.63094393939394
1940,3617,Wrong Turn,10000000.0,15417771.0,28649556, 2003,,,,,,18649556.0,186.49556
1941,2562,Milk,20000000.0,31841299.0,57293371, 2008,,,,,,37293371.0,186.466855
1942,2320,Sammy's avonturen: De geheime doorgang,25000000.0,0.0,71594792, 2010,,,,,,46594792.0,186.379168
1943,1798,I Feel Pretty,32000000.0,48795601.0,91553797, 2018,,,,,,59553797.0,186.105615625
1944,1049,Blade 2,54000000.0,81676888.0,154338601, 2002,,,,,,100338601.0,185.81222407407407
1945,2197,The House Bunny,25000000.0,48237389.0,71390601, 2008,,,,,,46390601.0,185.562404
1946,4218,High Plains Drifter,5500000.0,15700000.0,15700000, 1973,,,,,,10200000.0,185.45454545454544
1947,176,The Matrix Revolutions,150000000.0,139270910.0,427300260,2003,,,,,,277300260.0,184.86684
1948,648,Vertical Limit,75000000.0,68473360.0,213500000,2000,,,,,,138500000.0,184.66666666666666
1949,348,Stuart Little,105000000.0,140015224.0,298815224, 1999,,,,,,193815224.0,184.58592761904762
1950,753,The Sum of All Fears,68000000.0,118471320.0,193500000, 2002,,,,,,125500000.0,184.55882352941177
1951,4008,Breathless,7000000.0,19910002.0,19910002, 1983,,,,,,12910002.0,184.42860000000002
1952,1289,Blended,45000000.0,46290741.0,127990741, 2014,,,,,,82990741.0,184.42386888888888
1953,2600,Into the Wild,20000000.0,18354356.0,56822960, 2007,,,,,,36822960.0,184.1148
1954,1682,Street Fighter,35000000.0,33423000.0,99423000, 1994,,,,,,64423000.0,184.06571428571428
1955,2257,The Counselor,25000000.0,16973715.0,71009334, 2013,,,,,,46009334.0,184.037336
1956,1606,John Q,36000000.0,71026631.0,102226631, 2002,,,,,,66226631.0,183.9628638888889
1957,863,Starsky & Hutch,60000000.0,88200225.0,170200225,2004,,,,,,110200225.0,183.66704166666668
1958,4810,Singin' in the Rain,2540000.0,7200000.0,7200000, 1952,,,,,,4660000.0,183.46456692913387
1959,549,Get Smart,80000000.0,130319208.0,226739416, 2008,,,,,,146739416.0,183.42426999999998
1960,1559,Paul Blart: Mall Cop 2,38000000.0,71091594.0,107650646, 2015,,,,,,69650646.0,183.29117368421052
1961,2949,LÃ©on,16000000.0,19284974.0,45284974, 1994,,,,,,29284974.0,183.03108749999998
1962,3886,Drive Me Crazy,8000000.0,17843379.0,22591451,1999,,,,,,14591451.0,182.3931375
1963,1919,Meet the Spartans,30000000.0,38233676.0,84646831, 2008,,,,,,54646831.0,182.15610333333333
1964,644,Immortals,75000000.0,83504017.0,211562435, 2011,,,,,,136562435.0,182.08324666666667
1965,2518,Drumline,20000000.0,56398162.0,56398162, 2002,,,,,,36398162.0,181.99080999999998
1966,3881,Much Ado About Nothing,8000000.0,22549338.0,22549338,1993,,,,,,14549338.0,181.866725
1967,1899,Sicario,30000000.0,46889293.0,84393749, 2015,,,,,,54393749.0,181.31249666666668
1968,2230,Anacondas: The Hunt for the Blood Orchid,25000000.0,31526393.0,70326393, 2004,,,,,,45326393.0,181.30557199999998
1969,2346,The Men Who Stare at Goats,24000000.0,32428195.0,67348218,2009,,,,,,43348218.0,180.617575
1970,282,How the Grinch Stole Christmas,123000000.0,260044825.0,345141403, 2000,,,,,,222141403.0,180.60276666666667
1971,560,Con Air,80000000.0,101117573.0,224117573,1997,,,,,,144117573.0,180.14696625
1972,56,Cars 2,200000000.0,191450875.0,560155383, 2011,,,,,,360155383.0,180.0776915
1973,2604,Silent Hill: Revelation 3D,20000000.0,17530219.0,55975672, 2012,,,,,,35975672.0,179.87836
1974,68,World War Z,190000000.0,202359711.0,531514650, 2013,,,,,,341514650.0,179.74455263157896
1975,1018,The Phantom of the Opera,55000000.0,51225796.0,153770052, 2004,,,,,,98770052.0,179.58191272727274
1976,1796,Stigmata,32000000.0,50041732.0,89441732, 1999,,,,,,57441732.0,179.5054125
1977,1692,Nanny McPhee and the Big Bang,35000000.0,29197642.0,97799865, 2010,,,,,,62799865.0,179.42818571428572
1978,257,Dinosaur,127500000.0,137748063.0,356148063, 2000,,,,,,228648063.0,179.33181411764704
1979,1010,Kill Bill: Volume 2,55000000.0,66207920.0,153535982, 2004,,,,,,98535982.0,179.1563309090909
1980,3279,Room,13000000.0,14677674.0,36262783, 2015,,,,,,23262783.0,178.94448461538462
1981,148,Terminator: Genisys,155000000.0,89760956.0,432150894,2015,,,,,,277150894.0,178.80702838709678
